url,title,price,old_price,description,image_url,Состав,Артикул,Цвет,Код,Степень облегания,Уникальные свойства,Температурный режим,Силуэт,гендер,Параметры
https://kanzler-style.ru/product/pidzhak-r270590/,Пиджак из шерсти,24 990,,"Изысканный шерстяной жакет KANZLER в глубоком зелёном оттенке в мелкую клетку — интерпретация делового пиджака, воплощенного в лаконичном современном крое. Он легко вписывается и в повседневный офисный стиль, и в более формальный образ. Прямая кокетка спереди, аккуратные карманы в рамке и крупные пуговицы задают строгую архитектуру. Прилегающий силуэт укороченной длины и аккуратный полукруглый вырез горловины подчёркивают женственность. Ткань сделана из мягкой благородной шерсти, которая поддерживает приятную температуру. Добавление нитей полиэстера и эластана делает материал более прочным и устойчивым к сминанию.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/b62/1063_1598_2/fnuzbf6lns2wmxaa9jolm7s2lnayjh7e.JPG,"83% шерсть,
16% полиэстер,
1% эластан,
подкладка: 52% полиэстер,
48% вискоза",5A-21WWT-0905-15,Зеленый,270590.0,Полуприлегающая,,,,мужской,
https://kanzler-style.ru/product/vodolazka-r270369/,"Водолазка из хлопка, шелка и льна",4 990,6 990,"Оливковая водолазка KANZLER – не просто базовый элемент, а воплощение вневременной элегантности и тихой роскоши. Изящный воротник-лодочка подчеркивает линию шеи. Оливковый оттенок придает образу глубину и благородство, идеально сочетаясь с осенней палитрой. Состав – мастерски сбалансированная формула: мягкий хлопок гарантирует воздухопроницаемость и гипоаллергенность, натуральный шелк придает деликатный блеск и нежную фактуру, а лен добавляет прочности и позволяет материалу сохранять форму после длительной носки.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/ce5/1063_1598_2/c80ssa0pukvuh5qoxl0oaynzfvphfra1.JPG,"85% хлопок,
10% шелк,
5% лен",5A-66WWT-0408-36,Зеленый,270369.0,Полуприлегающая,Шелк и лен в составе,,,мужской,
https://kanzler-style.ru/product/bryuki-r270338/,Брюки из хлопка,11 990,14 990,"Роскошные брюки KANZLER подчёркивают женственность элегантным силуэтом и мягкой бархатистой структурой ткани из чистого натурального хлопка. Красивый шоколадный оттенок добавляет образу теплоты. Прямой свободный крой не сковывает движений и подходит для любого типа фигуры. Боковые карманы с вшитой невидимой молнией сохраняют чистоту силуэта. Мягкая ткань из 100% гипоаллергенного воздухопроницаемого хлопка дарит бескомпромиссный комфорт: поддерживает естественное тепло и свежесть тела. Её приятная бархатистая структура подчёркивает премиальность вещи, которая одинаково эффектно смотрится и в дневных, и в вечерних образах.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/ffd/1063_1598_2/2gmow85m216ikohxwpt45po8u20ckt4d.JPG,"100% хлопок,
окантовка: 55% полиэстер,
45% вискоза",5A-23WWT-2313-23,Коричневый,270338.0,,,,,мужской,
https://kanzler-style.ru/product/vodolazka-r270375/,Водолазка из шерсти,8 990,,"Водолазка KANZLER из чистой шерсти в оттенке молочного шоколада — воплощение мягкости и женственности. Её универсальный природный цвет подчёркивает естественную красоту. Аккуратный невысокий воротник защищает от прохлады, но не утяжеляет силуэт. Особое очарование джемперу придают манжеты с удлинёнными планками, выходящими за край рукава, и пуговицы в тон с фирменным изображением журавля. Эластичный трикотаж в мелкий рубчик из шерсти (100%) поддерживает оптимальную для тела температуру. Натуральные волокна обладают мягкостью и упругостью, благодаря чему изделие комфортно в носке. Кроме того, шерстяной трикотаж отличается долговечностью, сохраняя свой благородный вид на долгие годы.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/e3d/1063_1598_2/u1629fddir2ud3p3xcysxse8z2qrjh6z.JPG,100% шерсть,5A-66WWT-0414-23,Коричневый,270375.0,Прилегающая,,,,мужской,
https://kanzler-style.ru/product/plate-r270359/,Платье из хлопка и кашемира,9 990,,"Чёрное платье KANZLER с длинным рукавом из хлопка с кашемиром делает образ привлекательным и неотразимым, оставаясь при этом сдержанным и стильным. Эластичная фактурная ткань в широкий рубчик мягко повторяет контуры тела, подчеркивая женственность фигуры. Аккуратный закруглённый вырез горловины и длина чуть ниже колена делают модель универсальной и элегантной, а блестящие металлические пуговицы на манжетах служат роскошным, привлекающим внимание акцентом. Микс хлопка и кашемира объединяет в себе лучшие качества этих натуральных гипоаллергенных волокон: хлопок обеспечивает воздухопроницаемость, мягкость и комфорт, а кашемир дарит нежность, лёгкость и тепло.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/4dd/1063_1598_2/cj8gxztz1uycw3t3v7f2hdxq227jf7tt.JPG,"95% хлопок,
5% кашемир",5A-DRWWT-0401-07,Черный,270359.0,Прилегающая,Кашемир в составе,,,мужской,
https://kanzler-style.ru/product/plate-r270329/,Платье-макси,19 990,24 990,"Длинное женственное тёмно-синее платье KANZLER выполнено из полупрозрачной ткани, которая красиво движется при ходьбе. Его утонченная элегантность и шик требуют особого повода — свидания или выхода в свет по случаю торжества, ужина в ресторане или театральной премьеры. Внешняя ткань создаёт эффект многослойности и романтичного флёра. Разные виды плиссировки — крупные складки в верхней части и изящные мелкие снизу — создают увлекательную игру фактур. Отложной воротник, спущенное плечо, аккуратная планка с пуговицами и изящные манжеты на рукавах придают модели завершенность и утончённость. Регулируемый пояс-косичка с золотистой фурнитурой подчеркивает линию талии. Короткое внутреннее платье обеспечивает комфорт и необходимую непрозрачность. Материал верха создан из лёгкого прочного полиэстера. Нижний слой — из полиэстера с добавлением эластана.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/a96/1063_1598_2/imhq2wlanfs2fvy3nvm1jal661fyq4v4.JPG,"100% полиэстер ,
нижнее платье: 98% полиэстер,
2% эластан",5A-DRWWT-2316-15,Синий,270329.0,Полуприлегающая,Комплект из накидки и платья,,,мужской,
https://kanzler-style.ru/product/kurtka-r269998/,Куртка с отделкой из натурального меха,49 990,,"Утеплённая тёмно-синяя куртка KANZLER с натуральным мехом — сочетание современной эстетики и комфорта. Стильная и универсальная вещь для городских прогулок в холодный сезон. Лаконичный образ задан прямым силуэтом и строгой планкой со скрытыми кнопками. Отделка из меха лисы придаёт модели женственность и служит роскошным украшением. Высокий воротник, манишка и объёмный капюшон с регулируемым ремешком защищают от ветра и снега. Карманы с клапанами на молнии и паты с кнопками на рукавах, а также небольшие боковые застёжки добавляют современного шика и функциональности. Непродуваемая ткань верха отличается прочностью и способностью сохранять форму. Сочетание практичного технологичного волокна (полиэстер) с мягким уютным натуральным кашемиром в составе наполнителя гарантирует лёгкость и оптимальную температуру для тела даже в морозные дни.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/50c/1063_1598_2/ejqfji6m2kt5flkbdn2h3fdh8eg64ieq.JPG,"ткань верха: 90% полиамид 10% спандекс,
наполнитель: 70% полиэстер,
30% кашемир,
отделка: мех лисы,
подкладка: 100% полиамид",5A-12WWT-2303-15,Синий,269998.0,Полуприлегающая,"Кашемир в составе,
мех лисы",до -20℃,,мужской,
https://kanzler-style.ru/product/vodolazka-r270377/,Водолазка из хлопка и шелка,5 990,7 990,"Роскошная чёрная водолазка KANZLER из хлопка и шёлка подчёркивает внутреннюю силу и магнетизм женщины. Это изысканная и вместе с тем универсальная модель, которая подойдёт для повседневных и особых выходов. Традиционный прилегающий воротник визуально вытягивает силуэт, придавая образу утончённость, а мягкие широкие трикотажные резинки на рукавах и по низу добавляют аккуратности и создают ощущение собранности. Натуральный трикотаж из хлопка и шёлка влюбляет в себя с первого прикосновения. Такое полотно отличается воздухопроницаемостью, нежностью и благородным внешним видом, который сохраняется даже при частой носке.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/55e/1063_1598_2/lum03407qxz5v1j5ztd4j5oyfhnhm8h4.JPG,"70% хлопок,
30% шелк",5A-66WWT-0415-07,Черный,270377.0,Полуприлегающая,Шелк в составе,,,мужской,
https://kanzler-style.ru/product/sorochka-r270339/,Сорочка пижамная,7 990,9 990,"Сорочка KANZLER, воплощение философии slow living, превращает каждый момент в ритуал наслаждения. Песочный оттенок создает ауру спокойствия и безмятежности. Свободный силуэт не стесняет движений и мягко обволакивает тело, обеспечивая комфорт – во время утреннего кофе, прогулки, медитации или сна. Состав – идеально выверенный микс волокон: полиэстер обеспечивает прочность и устойчивость к деформации, вискоза дарит шелковистую гладкость и терморегуляцию, полиамид добавляет эластичности, акрил фиксирует форму, предотвращая усадку, а шерсть служит добавкой для сохранения тепла, не перегревая тело. Для создания цельного образа рекомендуем дополнить модель пижамными брюками из нашей коллекции.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/011/1063_1598_2/76rrubz4t74yoex3ogdkgr8oq0mutkxe.JPG,"52% полиэстер,
23% вискоза,
13% полиамид,
3% шерсть,
9% акрил",5A-H7WWT-2305-21,Бежевый,270339.0,Свободная,,,,мужской,
https://kanzler-style.ru/product/kardigan-r270374/,Кардиган на молнии,10 990,,"Светло-бежевый кардиган KANZLER – воплощение роскоши и уюта для тех, кто ценит тактильность и безупречный силуэт. Модель на удобной застежке-молнии объединяет элегантность простых линий и спортивный характер бомбера. Нежная фактура материала обеспечивает комфорт в прохладные дни. Состав идеально сбалансирован: вискоза дарит шелковистую мягкость и терморегуляцию, нейлон обеспечивает сохранение формы, а добавление полиэстера – прочность и устойчивость к износу. Резинка на манжетах и по низу изделия сохраняет тепло и служит безупречной посадке.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/121/1063_1598_2/8szpqrsped8si15ajqqr4mtt9a53p5x2.JPG,"40% вискоза,
  50% нейлон,
10% полиэстер",5A-63WWT-0413-21,Бежевый,270374.0,Свободная,,,,мужской,
https://kanzler-style.ru/product/pidzhak-r270592/,Пиджак из шерсти,24 990,,"Тёмно-серый пиджак KANZLER из благородной шерсти сочетает строгий элегантный стиль и непринужденность. Модель украшена вышитым фирменным инициалом в тон. Классический крой с широким воротником, лацканами и шлицей сзади дополнен современными деталями — аккуратными накладными карманами и небольшими разрезами на рукавах. Вытачки спереди создают привлекательный женственный силуэт. Ткань из 100-процентной шерсти приятна на ощупь и при этом достаточно структурирована, чтобы поддерживать форму. Это тонкие натуральные волокна, которые хорошо сохраняют естественное тепло тела, не допуская перегревания. Гладкая прочная подкладка сделана из прочного воздухопроницаемого смесового материала (полиэстер и вискоза).",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/1b2/1063_1598_2/pmstd5tmh0dtr0g9xyb3hzuqeixar4gd.JPG,"100% шерсть,
подкладка: 52% полиэстер,
48% вискоза",5A-21WWT-0907-04,Серый,270592.0,Полуприлегающая,,,,мужской,
https://kanzler-style.ru/product/bryuki-sportivnye-r270604/,Брюки спортивные,9 990,,"Черные джоггеры KANZLER на кулиске из легкого гладкого трикотажа — удобные универсальные брюки, которые могут стать основой спортивного образа и одеждой для прогулки, похода в spa-салон и небольшого приятного путешествия. Шик и нарядность модели придают детали. Широкие лампасы украшены цветочным контурным узором. Круглый металлический шильд служит небольшим акцентом и «рифмуется» с металлическими наконечниками шнурка на поясе. Спортивные брюки выполнены из современного дышащего смесового материала. Это произведённый из натурального сырья модал и прочный долговечный полиэстер с добавлением эластичного спандекса.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/640/1063_1598_2/83ruykwrymduhe588d0oams20hl1kxmu.JPG,"43% модал,
51% полиэстер,
6% спандекс",5A-36WWT-0602-07,Черный,270604.0,Полуприлегающая,,,,мужской,
https://kanzler-style.ru/product/futbolka-r269693/,Бежевая футболка из мерсеризованного хлопка,3 990,4 990,"Для создания футболки KANZLER в сливочном оттенке дизайнеры выбрали премиальный мерсеризованный хлопок. Этот материал обладает шелковистой фактурой и сиянием, повышенной прочностью и устойчивостью к деформации. Гипоаллергенная натуральная ткань обеспечивает воздухообмен и нежное соприкосновение с кожей. Полуприлегающий крой – баланс между элегантностью силуэта и свободой движения. Базовая модель станет основой множества сочетаний. Сливочный цвет добавляет образу теплоты и универсальности – он смягчает контрастные ансамбли и гармонирует с пастельными тонами.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/637/1063_1598_2/4ny2pbd8nrzcg75ailkz9u1c8334shjk.jpg,100% хлопок,5S-73WWT-0202-21,,269693.0,Полуприлегающая,Мерсеризованный хлопок,,,мужской,
https://kanzler-style.ru/product/top-r270364/,Топ из шерсти,4 990,6 990,"Стильный чёрный топ из чистой шерсти KANZLER — универсальная акцентная вещь как для строгих минималистичных, так и для романтичных образов. Сочетаясь с юбками, брюками и джинсами, модель подойдёт для деловых, вечерних и повседневных выходов. Прилегающий силуэт подчёркивает линии фигуры, а открытые руки и плечи добавляют образу женственность, хрупкость и соблазнительность. Превосходный трикотаж из благородной 100-процентной шерсти обеспечивает мягкость и комфорт, поддерживает терморегуляцию и циркуляцию воздуха.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/00e/1063_1598_2/vfae5gpw6n8yp3onv2tndr6q07hwe19i.JPG,100% шерсть,5A-C3WWT-0405-07,Черный,270364.0,Прилегающая,,,,мужской,
https://kanzler-style.ru/product/bryuki-r270341/,Брюки из хлопка,12 990,,"Элегантные светло-бежевые брюки KANZLER из хлопка подойдут для офиса с нестрогим дресс-кодом и повседневных выходов, позволяя создавать как лаконичные, так и более расслабленные, но всегда женственные образы. Чёткий прямой крой визуально удлиняет ноги. Мягкие защипы спереди формируют аккуратную посадку. Плотный натуральный материал из гиполлергенного дышащего хлопка обеспечивает комфорт, а небольшая добавка спандекса — лёгкую эластичность, благодаря которой брюки хорошо держат форму и адаптируются к индивидуальным особенностям фигуры. Подкладка выполнена из гладкой смесовой ткани — прочного полиэстера и воздухопроницаемого хлопка.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/e3d/1063_1598_2/61cccer9qz1q2e6nllkxk780xuaacfx2.JPG,"97,
8% хлопок,
2,
2% спандекс,
подкладка: 65% полиэстер,
35% хлопок",5A-50WWT-2309-20,Бежевый,270341.0,,,,,мужской,
https://kanzler-style.ru/product/pidzhak-r270071/,Пиджак из смесовой шерсти,26 990,,"Изысканный дизайнерский светло-серый пиджак KANZLER свободного кроя с объемными рукава из смесовой шерсти с мягким свободным кроем — находка для ценителей женственного стиля. Такая модель уместна и в деловых, и в повседневных романтичных образах. Широкий вырез визуально вытягивает силуэт. Лаконичная застёжка на одну пуговицу добавляет образу непринужденности. Объёмные рукава красиво драпируются и собираются на запястьях. Приятный на ощупь материал сохраняет естественное тепло тела, не допуская перегревания. Он сделан на основе натуральной шерсти с добавлением нейлона и вискозы — для износоустойчивости и практичности. Гладкая прочная подкладка (полиэстер и вискоза) облегчает надевание.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/85f/1063_1598_2/mh1uncs9q9krs5y4h7vlafff27q3s12o.JPG,"50% шерсть,
30% нейлон,
20% вискоза,
подкладка: 52% полиэстер,
48% вискоза",5A-81WWT-0902-04,Серый,270071.0,Полуприлегающая,Без подкладки,,,мужской,
https://kanzler-style.ru/product/palto-r270070/,Пальто из смесовой шерсти,24 990,29 990,"Тёплое двубортное пальто из смесовой шерсти KANZLER безупречного силуэта комфортной длины ниже колена создано для тех, кто ценит стиль и вневременную элегантность. Благородный материал с узором «рыбья кость» (или «ёлочка») смотрится изысканно и респектабельно. Спокойный оттенок серого легко комбинируется с одеждой в классическом и повседневном стилях и подходит как для выходов в офис, так и для прогулок по городу. Традиционные пиджачные детали — умеренно широкие лацканы, карманы с клапанами, нагрудный карман и ряд пуговиц на рукавах — придают образу статусность. Плотная смесовая ткань произведена из натуральных воздухопроницаемых волокон шерсти и хлопка с добавлением полиэстера, который делает ее прочнее и долговечнее.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/4cd/1063_1598_2/1xjntf9rzx9s9mk1m3ajh8orif711a41.JPG,"25% шерсть,
15% полиэстер,
60% хлопок,
подкладка: 52% полиэстер,
48% вискоза",5A-10WWT-0901-05,Серый,270070.0,Полуприлегающая,,до -5℃,,мужской,
https://kanzler-style.ru/product/dzhemper-r270367/,Джемпер из смесовой шерсти с альпакой,8 990,,"Джемпер KANZLER из смесовой шерсти с альпакой — пример повседневной элегантности. Спокойный естественный оттенок коричневого добавляет образу благородства, делая вещь универсальной для сочетания с юбками, брюками или джинсами. Эластичное полотно мягко повторяет контуры тела. Трикотажные резинки шоколадного оттенка на воротнике, манжетах и по низу создают мягкий контраст и придают вещи аккуратность и завершённость. Тёплая смесовая шерсть с альпакой выглядит очень уютно. Прочные волокна нейлона и акрила повышают износостойкость и устойчивость ткани к сминанию даже при активной носке.",https://cdn.kanzler-style.ru/upload/resize_cache/iblock/55b/1063_1598_2/qtlbux0zr0isbgp6ecuz6zdh8cr532qm.JPG,"5% альпака,
53% нейлон,
15% шерсть,
27% акрил",5A-62WWT-0409-25,Зеленый,270367.0,Полуприлегающая,Шерсть альпаки,,,мужской,
